服务器ID,玩家ID,夺宝游戏币补偿数量,点金手补偿数量,补偿说明
2030108,47482833,2,0,夺宝游戏币x2
2030108,47488284,1,0,夺宝游戏币x1
2030108,47488448,1,0,夺宝游戏币x1
2030108,47504703,1,0,夺宝游戏币x1
2030108,47509787,1,0,夺宝游戏币x1
2030108,47531115,1,0,夺宝游戏币x1
2030108,47531772,1,0,夺宝游戏币x1
2030108,47533095,1,0,夺宝游戏币x1
2030108,47541368,26,0,夺宝游戏币x26
2030108,47543186,1,0,夺宝游戏币x1
2030108,47569781,1,0,夺宝游戏币x1
2030108,48092258,1,0,夺宝游戏币x1
2030108,48350939,2,0,夺宝游戏币x2
2030108,49114828,1,0,夺宝游戏币x1
2030108,49119728,1,0,夺宝游戏币x1
2030108,49261765,1,0,夺宝游戏币x1
2030108,50241662,1,0,夺宝游戏币x1
2030108,50270978,297,1,夺宝游戏币x297、点金手x1
2030108,50347545,1,0,夺宝游戏币x1
2030108,50660846,1,0,夺宝游戏币x1
2030108,51998890,1,0,夺宝游戏币x1
2030108,52008256,2,0,夺宝游戏币x2
2030108,52483062,1,0,夺宝游戏币x1
2030108,53645102,1,0,夺宝游戏币x1
2030108,54146684,1,0,夺宝游戏币x1
2030108,54181259,1,0,夺宝游戏币x1
2030108,54248565,1,0,夺宝游戏币x1
2030108,54286619,1,0,夺宝游戏币x1
2030108,54289633,1,0,夺宝游戏币x1
2030108,54298451,1,0,夺宝游戏币x1
2030108,54347343,1,0,夺宝游戏币x1
2030108,55860058,1,0,夺宝游戏币x1
2030108,5608223,1,0,夺宝游戏币x1
2030108,58910127,2,0,夺宝游戏币x2
2030108,59038909,1,0,夺宝游戏币x1
2030108,59231397,26,0,夺宝游戏币x26
2030108,6002215,76,0,夺宝游戏币x76
2030108,60159787,1,0,夺宝游戏币x1
2030108,60169402,2,0,夺宝游戏币x2
2030108,60572687,1,0,夺宝游戏币x1
2030108,60608971,1,0,夺宝游戏币x1
2030108,60714295,1,0,夺宝游戏币x1
2030108,60717330,1,0,夺宝游戏币x1
2030108,60766287,1,0,夺宝游戏币x1
2030108,60781881,2,0,夺宝游戏币x2
2030108,60799055,1,0,夺宝游戏币x1
2030108,60806421,1,0,夺宝游戏币x1
2030108,60806982,1,0,夺宝游戏币x1
2030108,60820089,1,0,夺宝游戏币x1
2030108,60826119,2,0,夺宝游戏币x2
2030108,60858630,2,0,夺宝游戏币x2
2030108,60893399,1,0,夺宝游戏币x1
2030108,60895988,1,0,夺宝游戏币x1
2030108,60898775,2,0,夺宝游戏币x2
2030108,60912475,1,0,夺宝游戏币x1
2030108,60955599,1,0,夺宝游戏币x1
2030108,60993739,2,0,夺宝游戏币x2
2030108,61013452,2,0,夺宝游戏币x2
2030108,61036709,1,0,夺宝游戏币x1
2030108,61044721,51,1,夺宝游戏币x51、点金手x1
2030108,61071799,1,0,夺宝游戏币x1
2030108,61081875,1,0,夺宝游戏币x1
2030108,61141875,2,0,夺宝游戏币x2
2030108,61250279,1,0,夺宝游戏币x1
2030108,61276865,1,0,夺宝游戏币x1
2030108,61277138,2,0,夺宝游戏币x2
2030108,61322110,1,0,夺宝游戏币x1
2030108,61365758,1,0,夺宝游戏币x1
2030108,61421272,1,0,夺宝游戏币x1
2030108,61452615,1,0,夺宝游戏币x1
2030108,61477934,1,0,夺宝游戏币x1
2030108,61512242,1,0,夺宝游戏币x1
2030108,61582669,1,0,夺宝游戏币x1
2030108,61603536,1,0,夺宝游戏币x1
2030108,61675960,1,0,夺宝游戏币x1
2030108,61677532,1,0,夺宝游戏币x1
2030108,61815658,1,0,夺宝游戏币x1
2030108,61988559,1,0,夺宝游戏币x1
2030108,62019114,1,0,夺宝游戏币x1
2030108,62146758,1,0,夺宝游戏币x1
2030108,62211123,1,0,夺宝游戏币x1
2030108,62236104,1,0,夺宝游戏币x1
2030108,62240382,2,0,夺宝游戏币x2
2030108,62872104,1,0,夺宝游戏币x1
2030108,62911328,1,0,夺宝游戏币x1
2030108,62936823,27,0,夺宝游戏币x27
2030108,62976621,1,0,夺宝游戏币x1
2030108,62993242,1,0,夺宝游戏币x1
2030108,63082603,2,0,夺宝游戏币x2
2030108,63169192,1,0,夺宝游戏币x1
2030108,63187633,296,1,夺宝游戏币x296、点金手x1
2030108,63190704,1,0,夺宝游戏币x1
2030108,63289071,1,0,夺宝游戏币x1
2030108,64074200,1,0,夺宝游戏币x1
2030108,64074506,1,0,夺宝游戏币x1
2030108,64160722,1,0,夺宝游戏币x1
2030108,64195934,1,0,夺宝游戏币x1
2030108,64316006,1,0,夺宝游戏币x1
2030108,64361352,2,0,夺宝游戏币x2
2030108,64482579,1,0,夺宝游戏币x1
2030108,64516532,1,0,夺宝游戏币x1
2030108,64527533,1,0,夺宝游戏币x1
2030108,64739543,1,0,夺宝游戏币x1
2030108,64746250,1,0,夺宝游戏币x1
2030108,64785139,500,2,夺宝游戏币x500、点金手x2
2030108,64795193,1,0,夺宝游戏币x1
2030108,65462445,1,0,夺宝游戏币x1
2030108,65539497,1,0,夺宝游戏币x1
2030108,65586117,1,0,夺宝游戏币x1
2030108,65928364,1,0,夺宝游戏币x1
2030108,65968186,2,0,夺宝游戏币x2
2030108,65982954,1,0,夺宝游戏币x1
2030108,66128673,1,0,夺宝游戏币x1
2030108,66273046,27,0,夺宝游戏币x27
2030108,66592258,1,0,夺宝游戏币x1
2030108,66603721,1,0,夺宝游戏币x1
2030108,67260187,26,0,夺宝游戏币x26
2030108,67391495,21,0,夺宝游戏币x21
2030108,6741338,1,0,夺宝游戏币x1
2030108,67428918,1,0,夺宝游戏币x1
2030108,67650125,21046,22,夺宝游戏币x21046、点金手x22
2030108,68307090,1,0,夺宝游戏币x1
2030108,6849226,1,0,夺宝游戏币x1
2030108,6862499,1,0,夺宝游戏币x1
2030108,6867592,1,0,夺宝游戏币x1
2030108,6878176,1,0,夺宝游戏币x1
2030108,6881205,1,0,夺宝游戏币x1
2030108,6882419,1,0,夺宝游戏币x1
2030108,6950897,1,0,夺宝游戏币x1
2030108,69545803,1,0,夺宝游戏币x1
2030108,6956438,2,0,夺宝游戏币x2
2030108,6980304,1,0,夺宝游戏币x1
2030108,69962700,1,0,夺宝游戏币x1
2030108,7027175,1,0,夺宝游戏币x1
2030108,7034318,1,0,夺宝游戏币x1
2030108,73030486,1,0,夺宝游戏币x1
2030108,73473258,1,0,夺宝游戏币x1
2030108,73474771,1,0,夺宝游戏币x1
2030108,74170333,1,0,夺宝游戏币x1
2030108,74219808,1,0,夺宝游戏币x1
2030108,74254750,1,0,夺宝游戏币x1
2030108,74255757,1,0,夺宝游戏币x1
2030108,74268215,1,0,夺宝游戏币x1
2030108,74704065,1,0,夺宝游戏币x1
2030108,74716343,1,0,夺宝游戏币x1
2030108,74748283,1,0,夺宝游戏币x1
2030108,74752872,3,0,夺宝游戏币x3
2030108,74788230,2,0,夺宝游戏币x2
2030108,74796623,1,0,夺宝游戏币x1
2030108,74887983,1,0,夺宝游戏币x1
2030108,74889242,1,0,夺宝游戏币x1
2030108,74953924,1,0,夺宝游戏币x1
2030108,75301430,1,0,夺宝游戏币x1
2030108,75375031,1,0,夺宝游戏币x1
2030108,75432168,1,0,夺宝游戏币x1
2030108,75446575,1,0,夺宝游戏币x1
2030108,75787306,1,0,夺宝游戏币x1
2030108,75804617,1,0,夺宝游戏币x1
2030108,75835433,1,0,夺宝游戏币x1
2030108,75839552,1,0,夺宝游戏币x1
2030108,75894619,1,0,夺宝游戏币x1
2030108,75899123,1,0,夺宝游戏币x1
2030108,75933538,2,0,夺宝游戏币x2
2030108,75981953,1,0,夺宝游戏币x1
2030108,76016253,26,0,夺宝游戏币x26
2030108,76020636,1,0,夺宝游戏币x1
2030108,76170986,1,0,夺宝游戏币x1
2030108,7617429,1,0,夺宝游戏币x1
2030108,76296742,1,0,夺宝游戏币x1
2030108,76305378,2,0,夺宝游戏币x2
2030108,76309675,1,0,夺宝游戏币x1
2030108,76386942,1,0,夺宝游戏币x1
2030108,76395205,1,0,夺宝游戏币x1
2030108,7639585,1,0,夺宝游戏币x1
2030108,76475202,26,0,夺宝游戏币x26
2030108,7658111,1,0,夺宝游戏币x1
2030108,7669848,1,0,夺宝游戏币x1
2030108,78798108,1,0,夺宝游戏币x1
2030108,79250681,2,0,夺宝游戏币x2
2030108,79406230,1,0,夺宝游戏币x1
2030108,79600462,2,0,夺宝游戏币x2
2030108,79620375,1,0,夺宝游戏币x1
2030108,80894814,1,0,夺宝游戏币x1
2030108,81391286,1,0,夺宝游戏币x1
2030108,9460679,1,0,夺宝游戏币x1
2030108,9464510,1,0,夺宝游戏币x1
2030108,9473670,1,0,夺宝游戏币x1
2030108,9474837,2,0,夺宝游戏币x2
2030108,9484209,1,0,夺宝游戏币x1
2030108,9496719,1,0,夺宝游戏币x1
2030108,9511124,2,0,夺宝游戏币x2
2030308,11095213,1,0,夺宝游戏币x1
2030308,11095281,2,0,夺宝游戏币x2
2030308,11096634,1,0,夺宝游戏币x1
2030308,11106826,2,0,夺宝游戏币x2
2030308,11113666,1,0,夺宝游戏币x1
2030308,11182746,1,0,夺宝游戏币x1
2030308,11198746,1,0,夺宝游戏币x1
2030308,11438223,1,0,夺宝游戏币x1
2030308,11450019,1,0,夺宝游戏币x1
2030308,121824296,1,0,夺宝游戏币x1
2030308,121909207,1,0,夺宝游戏币x1
2030308,121936847,1,0,夺宝游戏币x1
2030308,121949783,1,0,夺宝游戏币x1
2030308,12210316,26,0,夺宝游戏币x26
2030308,122129708,1,0,夺宝游戏币x1
2030308,12654116,1,0,夺宝游戏币x1
2030308,15059308,2,0,夺宝游戏币x2
2030308,15173769,1,0,夺宝游戏币x1
2030308,15179375,1,0,夺宝游戏币x1
2030308,15188858,2,0,夺宝游戏币x2
2030308,15315185,2,0,夺宝游戏币x2
2030308,15667707,1,0,夺宝游戏币x1
2030308,15691199,1,0,夺宝游戏币x1
2030308,15695037,1,0,夺宝游戏币x1
2030308,15772239,1,0,夺宝游戏币x1
2030308,15773274,1,0,夺宝游戏币x1
2030308,16099368,1,0,夺宝游戏币x1
2030308,16116942,1,0,夺宝游戏币x1
2030308,16161694,1,0,夺宝游戏币x1
2030308,17196423,1,0,夺宝游戏币x1
2030308,17257625,1,0,夺宝游戏币x1
2030308,17308188,2,0,夺宝游戏币x2
2030308,17393087,26,0,夺宝游戏币x26
2030308,17404727,1,0,夺宝游戏币x1
2030308,17487612,2,0,夺宝游戏币x2
2030308,17524973,2,0,夺宝游戏币x2
2030308,17554939,247,2,夺宝游戏币x247、点金手x2
2030308,17555818,2,0,夺宝游戏币x2
2030308,18096672,1,0,夺宝游戏币x1
2030308,18102174,1,0,夺宝游戏币x1
2030308,18152901,1,0,夺宝游戏币x1
2030308,18371781,1,0,夺宝游戏币x1
2030308,18380851,1,0,夺宝游戏币x1
2030308,19275812,1,0,夺宝游戏币x1
2030308,19281822,2,0,夺宝游戏币x2
2030308,19281885,1,0,夺宝游戏币x1
2030308,19301934,1,0,夺宝游戏币x1
2030308,19360573,1,0,夺宝游戏币x1
2030308,19743643,1,0,夺宝游戏币x1
2030308,19798129,1,0,夺宝游戏币x1
2030308,19882591,1,0,夺宝游戏币x1
2030308,19915895,1,0,夺宝游戏币x1
2030308,19943798,1,0,夺宝游戏币x1
2030308,19973936,1,0,夺宝游戏币x1
2030308,20065072,1,0,夺宝游戏币x1
2030308,201497466,1,0,夺宝游戏币x1
2030308,20154797,1,0,夺宝游戏币x1
2030308,20171814,1,0,夺宝游戏币x1
2030308,20278074,1,0,夺宝游戏币x1
2030308,20349477,1,0,夺宝游戏币x1
2030308,20440680,1,0,夺宝游戏币x1
2030308,20483801,2,0,夺宝游戏币x2
2030308,204876526,1,0,夺宝游戏币x1
2030308,20795899,51,1,夺宝游戏币x51、点金手x1
2030308,20829911,1,0,夺宝游戏币x1
2030308,20846516,76,1,夺宝游戏币x76、点金手x1
2030308,208825301,76,0,夺宝游戏币x76
2030308,20989928,1,0,夺宝游戏币x1
2030308,21018141,1,0,夺宝游戏币x1
2030308,210273641,1,0,夺宝游戏币x1
2030308,21102028,2,0,夺宝游戏币x2
2030308,21102032,1,0,夺宝游戏币x1
2030308,21121294,2,0,夺宝游戏币x2
2030308,21127719,1,0,夺宝游戏币x1
2030308,21143559,1,0,夺宝游戏币x1
2030308,21526495,2,0,夺宝游戏币x2
2030308,21638844,1,0,夺宝游戏币x1
2030308,21725040,2,0,夺宝游戏币x2
2030308,21734281,1,0,夺宝游戏币x1
2030308,21760041,1,0,夺宝游戏币x1
2030308,21862744,1,0,夺宝游戏币x1
2030308,21874111,1,0,夺宝游戏币x1
2030308,218863902,1,0,夺宝游戏币x1
2030308,21887371,1,0,夺宝游戏币x1
2030308,21897811,1,0,夺宝游戏币x1
2030308,219259384,1,0,夺宝游戏币x1
2030308,21938529,2,0,夺宝游戏币x2
2030308,21971645,2,0,夺宝游戏币x2
2030308,22025231,1,0,夺宝游戏币x1
2030308,220692279,1,0,夺宝游戏币x1
2030308,223356015,2622,16,夺宝游戏币x2622、点金手x16
2030308,22394827,2,0,夺宝游戏币x2
2030308,22583390,2,0,夺宝游戏币x2
2030308,22604017,1,0,夺宝游戏币x1
2030308,22769480,1,0,夺宝游戏币x1
2030308,23294053,2,0,夺宝游戏币x2
2030308,23336157,1,0,夺宝游戏币x1
2030308,23373799,1,0,夺宝游戏币x1
2030308,23748897,2,0,夺宝游戏币x2
2030308,24608076,496,2,夺宝游戏币x496、点金手x2
2030308,24783600,1,0,夺宝游戏币x1
2030308,24993885,1,0,夺宝游戏币x1
2030308,25054780,1,0,夺宝游戏币x1
2030308,25124543,2,0,夺宝游戏币x2
2030308,25217076,1,0,夺宝游戏币x1
2030308,25913684,1,0,夺宝游戏币x1
2030308,25921923,1,0,夺宝游戏币x1
2030308,25934962,1,0,夺宝游戏币x1
2030308,26025742,1,0,夺宝游戏币x1
2030308,26099330,1,0,夺宝游戏币x1
2030308,26388823,1,0,夺宝游戏币x1
2030308,26422876,1,0,夺宝游戏币x1
2030308,26468924,1,0,夺宝游戏币x1
2030308,26511837,1,0,夺宝游戏币x1
2030308,26656473,1,0,夺宝游戏币x1
2030308,26711473,1,0,夺宝游戏币x1
2030308,26734523,2,0,夺宝游戏币x2
2030308,26747971,1,0,夺宝游戏币x1
2030308,26838525,1,0,夺宝游戏币x1
2030308,27147615,1,0,夺宝游戏币x1
2030308,27214385,1,0,夺宝游戏币x1
2030308,27222556,1,0,夺宝游戏币x1
2030308,27238546,1,0,夺宝游戏币x1
2030308,27299675,1,0,夺宝游戏币x1
2030308,27733812,1,0,夺宝游戏币x1
2030308,27759443,1,0,夺宝游戏币x1
2030308,27813391,1,0,夺宝游戏币x1
2030308,27820337,51,1,夺宝游戏币x51、点金手x1
2030308,27840904,2,0,夺宝游戏币x2
2030308,27906938,27,0,夺宝游戏币x27
2030308,27967650,2,0,夺宝游戏币x2
2030308,27988554,1,0,夺宝游戏币x1
2030308,28005085,26,0,夺宝游戏币x26
2030308,28068690,2,0,夺宝游戏币x2
2030308,28082093,2,0,夺宝游戏币x2
2030308,28226374,1,0,夺宝游戏币x1
2030308,30930854,1,0,夺宝游戏币x1
2030308,3393056,1,0,夺宝游戏币x1
2030308,34026805,1,0,夺宝游戏币x1
2030308,34075462,1,0,夺宝游戏币x1
2030308,34095450,1,0,夺宝游戏币x1
2030308,34127757,1,0,夺宝游戏币x1
2030308,34202504,1,0,夺宝游戏币x1
2030308,3428762,1,0,夺宝游戏币x1
2030308,34586941,2,0,夺宝游戏币x2
2030308,34596789,26,0,夺宝游戏币x26
2030308,34700327,1,0,夺宝游戏币x1
2030308,34804511,1,0,夺宝游戏币x1
2030308,34824025,1,0,夺宝游戏币x1
2030308,34836488,1,0,夺宝游戏币x1
2030308,34840972,1,0,夺宝游戏币x1
2030308,34849856,1,0,夺宝游戏币x1
2030308,35749819,297,1,夺宝游戏币x297、点金手x1
2030308,35947747,2,0,夺宝游戏币x2
2030308,35971941,1,0,夺宝游戏币x1
2030308,36072891,1,0,夺宝游戏币x1
2030308,36086996,1,0,夺宝游戏币x1
2030308,3609679,1,0,夺宝游戏币x1
2030308,36106349,1,0,夺宝游戏币x1
2030308,36123093,1,0,夺宝游戏币x1
2030308,36153809,1,0,夺宝游戏币x1
2030308,36212068,1,0,夺宝游戏币x1
2030308,36252064,1,0,夺宝游戏币x1
2030308,36360564,1,0,夺宝游戏币x1
2030308,36422175,1,0,夺宝游戏币x1
2030308,36422297,2,0,夺宝游戏币x2
2030308,36463200,1,0,夺宝游戏币x1
2030308,36486502,1,0,夺宝游戏币x1
2030308,36486833,1,0,夺宝游戏币x1
2030308,36503572,1,0,夺宝游戏币x1
2030308,36511359,1,0,夺宝游戏币x1
2030308,36570673,76,0,夺宝游戏币x76
2030308,3827980,1,0,夺宝游戏币x1
2030308,3829981,1,0,夺宝游戏币x1
2030308,3835444,1,0,夺宝游戏币x1
2030308,38392237,1,0,夺宝游戏币x1
2030308,3857981,1,0,夺宝游戏币x1
2030308,3866978,2,0,夺宝游戏币x2
2030308,38681797,1,0,夺宝游戏币x1
2030308,38710336,1,0,夺宝游戏币x1
2030308,3871154,1,0,夺宝游戏币x1
2030308,38715493,2,0,夺宝游戏币x2
2030308,38733450,1,0,夺宝游戏币x1
2030308,38752325,77,0,夺宝游戏币x77
2030308,38794433,1,0,夺宝游戏币x1
2030308,39206795,1,0,夺宝游戏币x1
2030308,39418752,2,0,夺宝游戏币x2
2030308,39436967,1,0,夺宝游戏币x1
2030308,39450351,1,0,夺宝游戏币x1
2030308,39621038,1,0,夺宝游戏币x1
2030308,3976539,1,0,夺宝游戏币x1
2030308,4061048,1,0,夺宝游戏币x1
2030308,40989072,1,0,夺宝游戏币x1
2030308,4239086,116,0,夺宝游戏币x116
2030308,4272186,1,0,夺宝游戏币x1
2030308,43310943,1,0,夺宝游戏币x1
2030308,43322994,1,0,夺宝游戏币x1
2030308,43352967,9,0,夺宝游戏币x9
2030308,43365752,1,0,夺宝游戏币x1
2030308,43368388,1,0,夺宝游戏币x1
2030308,43388938,1,0,夺宝游戏币x1
2030308,43393419,1,0,夺宝游戏币x1
2030308,43432235,1,0,夺宝游戏币x1
2030308,43824581,1,0,夺宝游戏币x1
2030308,43839643,1,0,夺宝游戏币x1
2030308,43852360,1,0,夺宝游戏币x1
2030308,43881873,1,0,夺宝游戏币x1
2030308,44062861,1,0,夺宝游戏币x1
2030308,44190365,1,0,夺宝游戏币x1
2030308,44209761,1,0,夺宝游戏币x1
2030308,44228252,1,0,夺宝游戏币x1
2030308,44461599,596,4,夺宝游戏币x596、点金手x4
2030308,45021766,1,0,夺宝游戏币x1
2030308,45067228,1,0,夺宝游戏币x1
2030308,45070577,1,0,夺宝游戏币x1
2030308,4640799,1,0,夺宝游戏币x1
2030308,4657307,1,0,夺宝游戏币x1
2030308,46615608,1,0,夺宝游戏币x1
2030308,46642883,1,0,夺宝游戏币x1
2030308,47085919,1,0,夺宝游戏币x1
2030308,47244329,1,0,夺宝游戏币x1
2030308,47959597,1,0,夺宝游戏币x1
2030308,48045407,1,0,夺宝游戏币x1
2030308,48045798,1,0,夺宝游戏币x1
2030308,48056970,77,0,夺宝游戏币x77
2030308,48140896,1,0,夺宝游戏币x1
2030308,48591626,2,0,夺宝游戏币x2
2030308,48600409,1,0,夺宝游戏币x1
2030308,48614050,1,0,夺宝游戏币x1
2030308,48640551,1,0,夺宝游戏币x1
2030308,48665991,1,0,夺宝游戏币x1
2030308,48688722,1,0,夺宝游戏币x1
2030308,48695171,1,0,夺宝游戏币x1
2030308,48767972,1,0,夺宝游戏币x1
2030308,49313829,1,0,夺宝游戏币x1
2030308,49321241,1,0,夺宝游戏币x1
2030308,49373892,1,0,夺宝游戏币x1
2030308,4960804,1,0,夺宝游戏币x1
2030308,49905433,1,0,夺宝游戏币x1
2030308,5005365,1,0,夺宝游戏币x1
2030308,50135152,1,0,夺宝游戏币x1
2030308,50484405,1,0,夺宝游戏币x1
2030308,50489630,2,0,夺宝游戏币x2
2030308,50498190,1,0,夺宝游戏币x1
2030308,50506139,1,0,夺宝游戏币x1
2030308,50571749,1,0,夺宝游戏币x1
2030308,50621724,2,0,夺宝游戏币x2
2030308,50661052,1,0,夺宝游戏币x1
2030308,50681822,1,0,夺宝游戏币x1
2030308,52212308,1,0,夺宝游戏币x1
2030308,52221357,1,0,夺宝游戏币x1
2030308,52248171,1,0,夺宝游戏币x1
2030308,53698855,2,0,夺宝游戏币x2
2030308,54717393,1,0,夺宝游戏币x1
2030308,54717481,1,0,夺宝游戏币x1
2030308,54740063,1,0,夺宝游戏币x1
2030308,54767277,2,0,夺宝游戏币x2
2030308,54839551,1,0,夺宝游戏币x1
2030308,55106530,1,0,夺宝游戏币x1
2030308,55168568,1,0,夺宝游戏币x1
2030308,55180850,1,0,夺宝游戏币x1
2030308,5557229,1,0,夺宝游戏币x1
2030308,55837193,1,0,夺宝游戏币x1
2030308,55923533,1,0,夺宝游戏币x1
2030308,55987775,1,0,夺宝游戏币x1
2030308,56005593,1,0,夺宝游戏币x1
2030308,56105645,2,0,夺宝游戏币x2
2030308,5689188,1,0,夺宝游戏币x1
2030308,5703189,1,0,夺宝游戏币x1
2030308,58140678,126,1,夺宝游戏币x126、点金手x1
2030308,5840148,1,0,夺宝游戏币x1
2030308,5849885,1,0,夺宝游戏币x1
2030308,5861096,1,0,夺宝游戏币x1
2030308,5865688,2,0,夺宝游戏币x2
2030308,5891833,1,0,夺宝游戏币x1
2030308,5909273,1,0,夺宝游戏币x1
2030308,5933650,1,0,夺宝游戏币x1
2030308,5937012,1,0,夺宝游戏币x1
2030308,59451544,2,0,夺宝游戏币x2
2030308,5982012,1,0,夺宝游戏币x1
2030308,6018287,1,0,夺宝游戏币x1
2030308,6023774,2,0,夺宝游戏币x2
2030308,6028222,1,0,夺宝游戏币x1
2030308,6051690,1,0,夺宝游戏币x1
2030308,6081875,1,0,夺宝游戏币x1
2030308,6084170,1,0,夺宝游戏币x1
2030308,6093792,2,0,夺宝游戏币x2
2030308,6149384,1,0,夺宝游戏币x1
2030308,6306041,1,0,夺宝游戏币x1
2030308,6365151,1,0,夺宝游戏币x1
2030308,6374913,1,0,夺宝游戏币x1
2030308,6382754,1,0,夺宝游戏币x1
2030308,6486299,1,0,夺宝游戏币x1
2030308,6611522,1,0,夺宝游戏币x1
2030308,6627269,1,0,夺宝游戏币x1
2030308,6631886,1,0,夺宝游戏币x1
2030308,6633782,1,0,夺宝游戏币x1
2030308,6634097,1,0,夺宝游戏币x1
2030308,6648145,2,0,夺宝游戏币x2
2030308,6693329,2,0,夺宝游戏币x2
2030308,67898653,1,0,夺宝游戏币x1
2030308,67919423,1,0,夺宝游戏币x1
2030308,67942570,1,0,夺宝游戏币x1
2030308,68156203,1,0,夺宝游戏币x1
2030308,68175790,1,0,夺宝游戏币x1
2030308,68211074,1,0,夺宝游戏币x1
2030308,68227636,1,0,夺宝游戏币x1
2030308,68244437,1,0,夺宝游戏币x1
2030308,68267279,1,0,夺宝游戏币x1
2030308,68281067,1,0,夺宝游戏币x1
2030308,68328530,1,0,夺宝游戏币x1
2030308,68683836,1,0,夺宝游戏币x1
2030308,68721234,2,0,夺宝游戏币x2
2030308,69139439,1,0,夺宝游戏币x1
2030308,69252034,2643,2,夺宝游戏币x2643、点金手x2
2030308,69442044,1,0,夺宝游戏币x1
2030308,69504579,1,0,夺宝游戏币x1
2030308,6955898,26,0,夺宝游戏币x26
2030308,69955954,1,0,夺宝游戏币x1
2030308,70253325,2,0,夺宝游戏币x2
2030308,70285231,1,0,夺宝游戏币x1
2030308,70373765,1,0,夺宝游戏币x1
2030308,70757497,1,0,夺宝游戏币x1
2030308,71356238,2,0,夺宝游戏币x2
2030308,71393894,1,0,夺宝游戏币x1
2030308,71447936,1,0,夺宝游戏币x1
2030308,71458070,1,0,夺宝游戏币x1
2030308,71516909,1,0,夺宝游戏币x1
2030308,71707637,1,0,夺宝游戏币x1
2030308,71718548,1,0,夺宝游戏币x1
2030308,7187396,1,0,夺宝游戏币x1
2030308,7196041,1,0,夺宝游戏币x1
2030308,71967778,1,0,夺宝游戏币x1
2030308,72135752,2,0,夺宝游戏币x2
2030308,72145007,1,0,夺宝游戏币x1
2030308,72184537,1,0,夺宝游戏币x1
2030308,72228421,2,0,夺宝游戏币x2
2030308,72230756,1,0,夺宝游戏币x1
2030308,72251866,1,0,夺宝游戏币x1
2030308,72335177,2,0,夺宝游戏币x2
2030308,72583277,1,0,夺宝游戏币x1
2030308,7269873,1,0,夺宝游戏币x1
2030308,72784091,1,0,夺宝游戏币x1
2030308,72808227,1,0,夺宝游戏币x1
2030308,72809622,1,0,夺宝游戏币x1
2030308,72848715,1,0,夺宝游戏币x1
