服务器ID,玩家ID,记录类型,说明,猿猴币数量,自选宝箱数量,时间
2016902,49649406,兑换消耗,花费20000猿猴币兑换奖励,-20000,,2026-04-18 05:26:25.786
2016902,49649406,已领取-阶段一返还,返还10000猿猴币+22个自选宝箱,10000,22,2026-04-18 09:48:21.610
2016902,49649406,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 09:48:24.713
2016902,49649406,需补发-阶段二未发放,"兑换20000档位, 阶段二未发放x1次",10000,22,
2052502,49828160,充值购买,"礼包2013511021, 花费$49.99",5000,,2026-04-16 06:19:22.460
2052502,49828160,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-16 06:21:49.401
2052502,49828160,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 16:08:03.430
2052502,49828160,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2058402,49976038,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-15 19:57:29.404
2058402,49976038,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 10:44:42.626
2058402,49976038,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2058302,50457286,充值购买,"礼包2013511020, 花费$19.99",2000,,2026-04-16 00:25:43.004
2058302,50457286,充值购买,"礼包2013511020, 花费$19.99",2000,,2026-04-17 07:18:11.392
2058302,50457286,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-16 00:26:05.852
2058302,50457286,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 08:19:15.233
2058302,50457286,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2054002,52172725,充值购买,"礼包2013511019, 花费$9.99",1000,,2026-04-18 05:48:33.805
2054002,52172725,充值购买,"礼包2013511019, 花费$9.99",1000,,2026-04-18 05:49:16.633
2054002,52172725,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-18 05:49:53.193
2054002,52172725,需补发-阶段一未发放,"兑换2000档位, 阶段一未发放x1次",1000,1,
2054002,52172725,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2052502,52359983,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-18 06:36:59.284
2052502,52359983,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 08:00:08.902
2052502,52359983,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2058302,52621737,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-15 20:43:50.462
2058302,52621737,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 16:24:35.810
2058302,52621737,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2007202,5302387,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-17 06:38:07.359
2007202,5302387,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 14:26:27.605
2007202,5302387,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2058402,53358481,充值购买,"礼包2013511021, 花费$49.99",5000,,2026-04-18 06:36:11.359
2058402,53358481,充值购买,"礼包2013511018, 花费$4.99",500,,2026-04-18 10:38:24.389
2058402,53358481,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-18 06:36:21.571
2058402,53358481,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 08:01:42.850
2058402,53358481,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 08:01:45.673
2058402,53358481,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2058402,53558809,兑换消耗,花费50000猿猴币兑换奖励,-50000,,2026-04-18 03:54:49.093
2058402,53558809,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-18 03:56:09.288
2058402,53558809,已领取-阶段一返还,返还25000猿猴币+85个自选宝箱,25000,85,2026-04-18 09:29:50.169
2058402,53558809,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 09:29:56.029
2058402,53558809,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2058402,53558809,需补发-阶段二未发放,"兑换50000档位, 阶段二未发放x1次",25000,85,
2051302,53645102,兑换消耗,花费30000猿猴币兑换奖励,-30000,,2026-04-17 23:42:49.027
2051302,53645102,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-17 23:43:06.397
2051302,53645102,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 08:39:08.593
2051302,53645102,已领取-阶段一返还,返还15000猿猴币+40个自选宝箱,15000,40,2026-04-18 08:39:13.983
2051302,53645102,已领取-阶段一返还,返还25000猿猴币+85个自选宝箱,25000,85,2026-04-18 08:39:16.992
2051302,53645102,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2051302,53645102,需补发-阶段二未发放,"兑换30000档位, 阶段二未发放x1次",15000,40,
2051302,54295305,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-17 02:25:12.753
2051302,54295305,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 08:01:47.033
2051302,54295305,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 08:01:50.263
2051302,54295305,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 08:01:52.633
2051302,54295305,已领取-阶段一返还,返还10000猿猴币+22个自选宝箱,10000,22,2026-04-18 08:01:55.838
2051302,54295305,已领取-阶段一返还,返还15000猿猴币+40个自选宝箱,15000,40,2026-04-18 08:01:58.373
2051302,54295305,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2058402,54854589,充值购买,"礼包2013511020, 花费$19.99",2000,,2026-04-16 03:10:52.967
2058402,54854589,充值购买,"礼包2013511021, 花费$49.99",5000,,2026-04-18 03:07:45.664
2058402,54854589,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-18 03:07:52.477
2058402,54854589,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 17:07:43.003
2058402,54854589,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 17:07:47.370
2058402,54854589,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2047102,55554306,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-18 06:44:17.907
2047102,55554306,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 08:09:01.750
2047102,55554306,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 08:09:05.075
2047102,55554306,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2054002,55747241,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-18 03:52:06.130
2054002,55747241,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 11:30:21.907
2054002,55747241,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2058402,55921654,兑换消耗,花费20000猿猴币兑换奖励,-20000,,2026-04-16 13:35:15.766
2058402,55921654,兑换消耗,花费50000猿猴币兑换奖励,-50000,,2026-04-17 12:36:23.769
2058402,55921654,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-17 12:36:39.885
2058402,55921654,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 13:32:24.762
2058402,55921654,已领取-阶段一返还,返还10000猿猴币+22个自选宝箱,10000,22,2026-04-18 13:32:31.714
2058402,55921654,已领取-阶段一返还,返还25000猿猴币+85个自选宝箱,25000,85,2026-04-18 13:32:38.071
2058402,55921654,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2058402,55921654,需补发-阶段二未发放,"兑换20000档位, 阶段二未发放x1次",10000,22,
2058402,55921654,需补发-阶段二未发放,"兑换50000档位, 阶段二未发放x1次",25000,85,
2054002,56189517,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-15 20:00:18.001
2054002,56189517,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 08:37:25.631
2054002,56189517,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2016902,56262169,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 08:17:24.770
2016902,56262169,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-15 08:17:36.398
2016902,56262169,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 08:26:22.888
2016902,56262169,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2056102,56267635,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-16 06:30:17.230
2056102,56267635,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-16 06:30:45.396
2056102,56267635,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 08:11:58.960
2056102,56267635,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2058302,56636784,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-17 23:29:54.359
2058302,56636784,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-18 03:16:33.245
2058302,56636784,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 10:58:07.944
2058302,56636784,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 10:58:10.144
2058302,56636784,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2058302,56636784,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2060302,56667850,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 14:58:28.237
2060302,56667850,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-15 14:59:38.548
2060302,56667850,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 15:27:41.857
2060302,56667850,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2008502,5689188,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-16 01:46:44.180
2008502,5689188,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 12:20:09.606
2008502,5689188,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2060302,57045506,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-15 15:30:46.238
2060302,57045506,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 12:29:12.901
2060302,57045506,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2060302,58014214,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-15 15:29:54.094
2060302,58014214,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 13:32:36.042
2060302,58014214,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2060302,58130196,充值购买,"礼包2013511021, 花费$49.99",5000,,2026-04-15 14:23:50.397
2060302,58130196,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-15 14:24:10.146
2060302,58130196,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 13:17:47.718
2060302,58130196,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2006402,5849885,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-16 00:07:47.554
2006402,5849885,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 12:47:44.313
2006402,5849885,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2061402,58790686,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-16 19:24:59.255
2061402,58790686,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-16 19:47:11.845
2061402,58790686,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 11:09:08.173
2061402,58790686,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 11:09:10.866
2061402,58790686,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 11:09:13.752
2061402,58790686,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2061402,58790686,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2060302,58882735,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-16 07:12:17.523
2060302,58882735,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-16 23:12:58.173
2060302,58882735,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-16 23:18:27.653
2060302,58882735,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 10:48:13.159
2060302,58882735,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 10:48:25.658
2060302,58882735,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 10:48:30.678
2060302,58882735,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2060302,58882735,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2060302,58882735,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2006102,5971370,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-16 13:17:27.685
2006102,5971370,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 08:25:03.711
2006102,5971370,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2060902,60053807,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-15 09:00:33.958
2060902,60053807,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 10:16:59.477
2060902,60053807,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2060902,60064426,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-18 06:47:51.536
2060902,60064426,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 09:31:52.060
2060902,60064426,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2062602,60749441,充值购买,"礼包2013511019, 花费$9.99",1000,,2026-04-15 23:13:18.718
2062602,60749441,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-16 00:15:32.244
2062602,60749441,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 08:02:42.170
2062602,60749441,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2062602,60749528,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-16 15:16:28.282
2062602,60749528,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 15:39:30.276
2062602,60749528,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2062602,62211123,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-17 04:06:35.397
2062602,62211123,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-17 04:07:16.159
2062602,62211123,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 17:04:08.209
2062602,62211123,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2006102,62553613,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-15 08:27:27.391
2006102,62553613,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 08:04:28.562
2006102,62553613,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2062602,62911328,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-16 13:49:26.864
2062602,62911328,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 08:19:46.759
2062602,62911328,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 08:19:50.969
2062602,62911328,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 08:19:54.869
2062602,62911328,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2007202,6314102,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-16 23:13:03.704
2007202,6314102,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-16 23:13:12.569
2007202,6314102,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 21:36:53.778
2007202,6314102,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 21:36:55.444
2007202,6314102,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 21:36:57.143
2007202,6314102,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2007202,6314102,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2063202,63317101,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-16 11:48:45.934
2063202,63317101,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 10:49:37.872
2063202,63317101,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2058402,63494106,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-17 03:29:37.784
2058402,63494106,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 11:45:06.161
2058402,63494106,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 11:45:09.991
2058402,63494106,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 11:45:16.469
2058402,63494106,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2063202,63523487,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-18 02:11:42.054
2063202,63523487,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-18 02:12:13.856
2063202,63523487,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 10:54:31.150
2063202,63523487,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2038602,6360346,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 20:56:39.054
2038602,6360346,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-15 21:00:27.370
2038602,6360346,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-18 10:13:51.498
2038602,6360346,充值购买,"礼包2013511021, 花费$49.99",5000,,2026-04-18 10:30:42.611
2038602,6360346,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-16 14:15:37.431
2038602,6360346,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-16 14:15:38.842
2038602,6360346,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-16 14:15:57.401
2038602,6360346,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 09:07:39.122
2038602,6360346,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 09:07:43.194
2038602,6360346,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 09:07:46.017
2038602,6360346,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2038602,6360346,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2038602,6360346,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2063202,63999387,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-16 04:54:41.912
2063202,63999387,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 14:30:56.298
2063202,63999387,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2063202,64019260,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-17 14:21:54.001
2063202,64019260,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-17 14:34:08.140
2063202,64019260,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-17 14:38:36.967
2063202,64019260,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-18 17:14:28.383
2063202,64019260,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-18 17:18:45.449
2063202,64019260,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-18 17:23:06.150
2063202,64019260,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-17 15:12:53.730
2063202,64019260,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-17 15:34:14.264
2063202,64019260,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 16:48:01.275
2063202,64019260,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 16:48:03.905
2063202,64019260,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2063202,64019260,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2006102,6454041,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-17 09:34:21.712
2006102,6454041,充值购买,"礼包2013511021, 花费$49.99",5000,,2026-04-17 09:35:37.097
2006102,6454041,充值购买,"礼包2013511020, 花费$19.99",2000,,2026-04-17 09:36:28.554
2006102,6454041,充值购买,"礼包2013511020, 花费$19.99",2000,,2026-04-17 09:36:39.572
2006102,6454041,充值购买,"礼包2013511018, 花费$4.99",500,,2026-04-17 09:36:52.594
2006102,6454041,充值购买,"礼包2013511019, 花费$9.99",1000,,2026-04-17 12:08:37.095
2006102,6454041,充值购买,"礼包2013511020, 花费$19.99",2000,,2026-04-17 12:09:26.722
2006102,6454041,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-17 12:14:12.793
2006102,6454041,充值购买,"礼包2013511020, 花费$19.99",2000,,2026-04-17 12:14:22.253
2006102,6454041,充值购买,"礼包2013511020, 花费$19.99",2000,,2026-04-17 12:14:32.102
2006102,6454041,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-17 12:41:52.563
2006102,6454041,充值购买,"礼包2013511022, 花费$99.99",10000,,2026-04-17 12:47:37.683
2006102,6454041,充值购买,"礼包2013511021, 花费$49.99",5000,,2026-04-17 12:49:09.897
2006102,6454041,充值购买,"礼包2013511020, 花费$19.99",2000,,2026-04-17 12:49:21.242
2006102,6454041,充值购买,"礼包2013511019, 花费$9.99",1000,,2026-04-17 12:49:36.923
2006102,6454041,兑换消耗,花费50000猿猴币兑换奖励,-50000,,2026-04-16 23:35:37.587
2006102,6454041,兑换消耗,花费30000猿猴币兑换奖励,-30000,,2026-04-17 12:25:44.908
2006102,6454041,兑换消耗,花费20000猿猴币兑换奖励,-20000,,2026-04-17 23:53:38.950
2006102,6454041,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-17 23:54:26.458
2006102,6454041,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-17 23:54:49.163
2006102,6454041,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-17 23:54:51.207
2006102,6454041,已领取-阶段一返还,返还25000猿猴币+85个自选宝箱,25000,85,2026-04-18 09:32:27.942
2006102,6454041,已领取-阶段一返还,返还15000猿猴币+40个自选宝箱,15000,40,2026-04-18 09:32:29.662
2006102,6454041,已领取-阶段一返还,返还10000猿猴币+22个自选宝箱,10000,22,2026-04-18 09:32:31.270
2006102,6454041,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 09:32:34.297
2006102,6454041,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 09:32:35.738
2006102,6454041,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 09:32:38.162
2006102,6454041,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2006102,6454041,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2006102,6454041,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2006102,6454041,需补发-阶段二未发放,"兑换20000档位, 阶段二未发放x1次",10000,22,
2006102,6454041,需补发-阶段二未发放,"兑换30000档位, 阶段二未发放x1次",15000,40,
2006102,6454041,需补发-阶段二未发放,"兑换50000档位, 阶段二未发放x1次",25000,85,
2062602,64785139,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-17 02:55:41.481
2062602,64785139,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-19 00:49:07.488
2062602,64785139,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-19 00:49:09.960
2062602,64785139,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-19 00:49:12.171
2062602,64785139,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2060302,65065503,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-17 22:10:26.144
2060302,65065503,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 11:41:16.622
2060302,65065503,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 11:41:22.861
2060302,65065503,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2062602,65916752,充值购买,"礼包2013511020, 花费$19.99",2000,,2026-04-16 19:12:54.670
2062602,65916752,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-16 19:13:52.157
2062602,65916752,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 09:57:00.789
2062602,65916752,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2062602,66718790,兑换消耗,花费50000猿猴币兑换奖励,-50000,,2026-04-16 19:12:48.998
2062602,66718790,兑换消耗,花费30000猿猴币兑换奖励,-30000,,2026-04-16 19:12:52.893
2062602,66718790,兑换消耗,花费20000猿猴币兑换奖励,-20000,,2026-04-16 19:12:57.092
2062602,66718790,兑换消耗,花费5000猿猴币兑换奖励,-5000,,2026-04-16 19:13:51.521
2062602,66718790,兑换消耗,花费2000猿猴币兑换奖励,-2000,,2026-04-17 10:06:51.755
2062602,66718790,兑换消耗,花费10000猿猴币兑换奖励,-10000,,2026-04-17 10:06:57.813
2062602,66718790,已领取-阶段一返还,返还1000猿猴币+1个自选宝箱,1000,1,2026-04-18 09:37:48.585
2062602,66718790,已领取-阶段一返还,返还2500猿猴币+3个自选宝箱,2500,3,2026-04-18 09:37:51.873
2062602,66718790,已领取-阶段一返还,返还5000猿猴币+10个自选宝箱,5000,10,2026-04-18 09:37:56.947
2062602,66718790,已领取-阶段一返还,返还10000猿猴币+22个自选宝箱,10000,22,2026-04-18 09:37:59.211
2062602,66718790,已领取-阶段一返还,返还15000猿猴币+40个自选宝箱,15000,40,2026-04-18 09:38:02.481
2062602,66718790,已领取-阶段一返还,返还25000猿猴币+85个自选宝箱,25000,85,2026-04-18 09:38:04.812
2062602,66718790,需补发-阶段二未发放,"兑换2000档位, 阶段二未发放x1次",1000,1,
2062602,66718790,需补发-阶段二未发放,"兑换5000档位, 阶段二未发放x1次",2500,3,
2062602,66718790,需补发-阶段二未发放,"兑换10000档位, 阶段二未发放x1次",5000,10,
2062602,66718790,需补发-阶段二未发放,"兑换20000档位, 阶段二未发放x1次",10000,22,
